run_time 0.594354
n_generations: 10000
n_threads: 16
map: tests/6.in
run_time 0.593443
n_generations: 10000
n_threads: 16
map: tests/7.in
run_time 1.126190
n_generations: 10000
n_threads: 16
map: tests/8.in
run_time 1.090806
n_generations: 10000
n_threads: 16
map: tests/9.in
run_time 1.090774
n_generations: 10000
n_threads: 16
map: tests/10.in
run_time 0.911340
n_generations: 10000
n_threads: 16
map: tests/11.in
run_time 1.951030
n_generations: 10000
n_threads: 16
map: tests/12.in
run_time 12.919468
n_generations: 30000
n_threads: 1
map: tests/1.in
run_time 0.046080
n_generations: 30000
n_threads: 1
map: tests/2.in
run_time 0.048538
n_generations: 30000
n_threads: 1
map: tests/3.in
run_time 1.829951
n_generations: 30000
n_threads: 1
map: tests/4.in
run_time 0.019776
n_generations: 30000
n_threads: 1
map: tests/5.in
run_time 0.036508
n_generations: 30000
n_threads: 1
map: tests/6.in
run_time 0.014951
n_generations: 30000
n_threads: 1
map: tests/7.in
run_time 2.194072
n_generations: 30000
n_threads: 1
map: tests/8.in
run_time 2.208426
n_generations: 30000
n_threads: 1
map: tests/9.in
run_time 2.154826
n_generations: 30000
n_threads: 1
map: tests/10.in
run_time 2.380969
n_generations: 30000
n_threads: 1
map: tests/11.in
run_time 9.649128
n_generations: 30000
n_threads: 1
map: tests/12.in
run_time 77.462689
n_generations: 30000
n_threads: 2
map: tests/1.in
run_time 0.034597
n_generations: 30000
n_threads: 2
map: tests/2.in
run_time 0.035677
n_generations: 30000
n_threads: 2
map: tests/3.in
run_time 1.114203
n_generations: 30000
n_threads: 2
map: tests/4.in
run_time 0.034795
n_generations: 30000
n_threads: 2
map: tests/5.in
run_time 0.041723
n_generations: 30000
n_threads: 2
map: tests/6.in
run_time 0.031248
n_generations: 30000
n_threads: 2
map: tests/7.in
run_time 1.393579
n_generations: 30000
n_threads: 2
map: tests/8.in
run_time 1.422835
n_generations: 30000
n_threads: 2
map: tests/9.in
run_time 1.402473
n_generations: 30000
n_threads: 2
map: tests/10.in
run_time 1.562067
n_generations: 30000
n_threads: 2
map: tests/11.in
run_time 6.109594
n_generations: 30000
n_threads: 2
map: tests/12.in
run_time 47.788288
n_generations: 30000
n_threads: 4
map: tests/1.in
run_time 0.048980
n_generations: 30000
n_threads: 4
map: tests/2.in
run_time 0.054742
n_generations: 30000
n_threads: 4
map: tests/3.in
run_time 0.727689
n_generations: 30000
n_threads: 4
map: tests/4.in
run_time 0.040810
n_generations: 30000
n_threads: 4
map: tests/5.in
run_time 0.067459
n_generations: 30000
n_threads: 4
map: tests/6.in
run_time 0.039657
n_generations: 30000
